id,portal,title,property_type,canon,admin_fee,total_price,price_per_m2,neighborhood,zone,address,area_m2,bedrooms,bathrooms,parking,stratum,url,contact_phone,contact_whatsapp,contact_agency,contact_agent_name,images_count,main_image,verified,description
MERGED-9851-M6686700-194152224,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Miramar, Barranquilla",Apartamento,1982000,218000,2200000,42308,Miramar,Noroccidente,TRANSVERSAL 44 # 104 - 30,52.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9851-M6686700,6053303333,573176969321,FINANCAR S.A / Grupo Arenas,Asesor Comercial,35,https://multimedia.metrocuadrado.com/9851-M6686700/9851-M6686700_19.jpg,True,"Se arrienda hermoso apartamento con excelente distribución, diseño moderno y espacios pensados para la comodidad.  Cuenta con tres habitaciones amplias, cada una con buena iluminación natural y ventilación, ideales para el descanso y la privacidad de toda la familia. La habitación principal ofrece e"
FR-194129675,Finca Raiz,"Apartamento en Arriendo en Paraiso, Barranquilla",Apartamento,2200000,0,2200000,44000,Paraiso,Norte,Cra 68 no 78-37,50.0,2,2,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-paraiso-barranquilla/194129675,+5730,,INMOBILIARIOS OLANO Y CIA. LTDA,INMOBILIARIOS OLANO Y CIA. LTDA,28,https://cdn2.infocasas.com.uy/repo/img/6ab435b2339b1_infocdn__gr28643120250411022546jpg.jpg,True,APARTAMENTO AMOBLADO EN ARRIENDO  - PARAISO  INFO: Celular - ***  Apartamento Barranquilla excelente ubicado a 5 minutos del malecón del río en una zona segura y de fácil accesibilidad en la zona norte. 2 habitanciones con AA 2 baños (Hab. Principal y solcial) Cocina integrar abierta Comedor de 4 pu
MQ-671-M6653798,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2000000,217265,2217265,48412,Miramar,Noroccidente,"Miramar, Barranquilla",45.8,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/671-M6653798,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M6653798/671-M6653798_41.jpg,True,"Apartamento en arriendo, ubicado en el sector de Miramar al norte de la Ciudad de Barranquilla, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, piscina, gimnasio, canchas deportivas, salón comunal, zona BBQ, el edificio cuenta con 8 pisos y el apartamento se e"
MERGED-13156-M6270008-193442583,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en San vicente, Barranquilla",Apartamento,1700000,532000,2232000,28615,San Vicente,Norte,"San Vicente, Barranquilla",78.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-2-habitaciones-2-banos-1-garajes/13156-M6270008,3218521992,573218521992,CERTAIN & PEZZANO GRUPO INMOBILIARIO S.A.S. / Certain Pezzano,Asesor Comercial,26,https://multimedia.metrocuadrado.com/13156-M6270008/13156-M6270008_1157.jpg,True,"-Descubre este atractivo apartamento ubicado en la Zona Norte del Centro Histórico de Barranquilla, en el barrio San Vicente, un lugar que combina la tradición con la modernidad. Construido en 2010, este inmueble de estrato 5 se presenta como una opción ideal tanto para arriendo como para venta. Su "
MQ-9851-M7029703,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,2000000,250000,2250000,42453,Villa Carolina,Norte,"Villa Carolina, Barranquilla",53.0,2,2,0,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-2-habitaciones-2-banos/9851-M7029703,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M7029703/9851-M7029703_1.jpg,True,"En Financar Inmobiliaria, entendemos que encontrar el hogar ideal es una experiencia única. Por eso, le ofrecemos este encantador apartamento, ubicado en una excelente zona, perfecto para quienes buscan comodidad, tranquilidad y un estilo de vida práctico.                                            "
MQ-671-M6901154,Metrocuadrado,"Apartamento en Arriendo, San Vicente, Barranquilla",Apartamento,1900000,370000,2270000,16219,San Vicente,Norte,"San Vicente, Barranquilla",139.96,3,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-1-garajes/671-M6901154,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M6901154/671-M6901154_17.jpg,True,"Apartamento en Arriendoventa en la ciudad de Barranquilla ubicado en el barrio San Vicente, en un edificio  que cuenta con 4 pisos y el apartamento se encuentra ubicado en el piso 4, con un área aproximada de 139.96 mt2 , distribuidos en 3 habitaciones, 2 baños, sala - comedor, cocina integral, zona"
MERGED-130-M7081626-194130272,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Miramar, Barranquilla",Apartamento,2000000,283000,2283000,33087,Miramar,Noroccidente,"Transversal 43 #100-50, Norte Centro Historico, Barranquilla, Atlántico, Colombia",69.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/130-M7081626,3203509099,573124639876,Adriana Shwartz / Inmobiliaria,ALIADOS INMOBILIARIOS,23,https://multimedia.metrocuadrado.com/130-M7081626/130-M7081626_1.jpg,True,"Apartamento de 63 m², ubicado en el sector de Miramar, en un entorno residencial y de fácil acceso, ideal para quienes buscan comodidad y funcionalidad. El inmueble cuenta con una distribución práctica que incluye sala-comedor, 3 habitaciones, 2 baños y zona de labores, ofreciendo espacios cómodos p"
MQ-671-M5643217,Metrocuadrado,"Apartamento en Arriendo, El Tabor, Barranquilla",Apartamento,1930000,370000,2300000,17037,El Tabor,Noroccidente,"El Tabor, Barranquilla",135.0,3,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/671-M5643217,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,24,https://multimedia.metrocuadrado.com/671-M5643217/671-M5643217_103.jpg,True,"Apartamento en arriendo en la ciudad de Barranquilla ubicado en el barrio Tabor, el edificio cuenta con 4 pisos, el apartamento se encuentra ubicado en el piso 1, con un área aproximada de 135 mt2, distribuidos en 3 habitaciones, 2 baños, la habitación principal cuenta con baño interno, sala-comedor"
MERGED-16553-M6120612-194140114,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Villa santos, Barranquilla",Apartamento,2300000,0,2300000,19008,Villa Santos,Noroccidente,Carrera 49C # 100 - 33 Edificio Genesis Apto 2B,121.0,3,3,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-1-garajes/16553-M6120612,3012924451,573012924451,ASESORAR INMOBILIARIA DEL CARIBE S.A.S / Inmobiliaria,BENJAMIN BARRIOS MUNIVE,40,https://multimedia.metrocuadrado.com/16553-M6120612/16553-M6120612_161.jpg,True,"Arriendo y/o vendo apartamento de 121 Mt. Cuenta con sala-comedor, cocina integral, zona de labores, cuarto y baño de servicio, terraza, estudio, 3 habitaciones con sus closet,1 garaje. El edificio cuenta con portería, parqueadero, salón social."
FR-194140121,Finca Raiz,"Apartamento en Arriendo en Altos de riomar, Barranquilla",Apartamento,2300000,0,2300000,19167,Altos de riomar,Noroccidente,Calle 91 #53 -45,120.0,3,3,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-altos-de-riomar-barranquilla/194140121,36819,,ASESORAR INMOBILIARIA DEL CARIBE S.A.S,ASESORAR INMOBILIARIA DEL CARIBE S.A.S,14,https://cdn2.infocasas.com.uy/repo/img/6a8776b8bf853_infocdn__41984-12-27811974jpeg.jpeg,True,"arriendo apartamento de 120 M2 ubicado en Riomar. Cuenta con sala comedor, 3 alcobas, dos baños, baño social, cocina integral , cuarto y baño de servicio, área de labores, estudio, amplio, fresco, un parqueadero. El edificio cuenta , parque infantil, vigilancia 24/7, Cerca de parques y centros comer"
MQ-23778-M7039873,Metrocuadrado,"Apartamento en Arriendo, La Cumbre, Barranquilla",Apartamento,2300000,0,2300000,23000,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",100.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-cr.-mirador-del-mar-et.-ii-3-habitaciones-2-banos-1-garajes/23778-M7039873,3507049400,573507049400,Inmobiliaria,LEONARDO VELASCO  LONDOÑO,10,https://multimedia.metrocuadrado.com/23778-M7039873/23778-M7039873_1.jpg,True,"Apartamento en arriendo en Miramar, Barranquilla  ¿Área 100 metros cuadrados  ¿Características del inmueble    ¿Orientación lado sombra.  ¿Tres alcobas de excelente tamaño.  ¿Dos baños completos.  ¿Balcón.  ¿Parqueadero privado asignado.   ¿Zonas comunes    ¿Piscina.  ¿Cancha múltiple fútbol y balon"
MERGED-16553-M6886725-194139968,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Villa country, Barranquilla",Apartamento,2300000,0,2300000,23469,Villa Country,Norte,"Villa Country, Barranquilla",98.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-country-2-habitaciones-2-banos-1-garajes/16553-M6886725,3012924451,573012924451,ASESORAR INMOBILIARIA DEL CARIBE S.A.S / Inmobiliaria,BENJAMIN BARRIOS MUNIVE,32,https://multimedia.metrocuadrado.com/16553-M6886725/16553-M6886725_21.jpg,True,"En el corazón de Barranquilla, en la prestigiosa Zona Norte del Centro Histórico, se encuentra un apartamento que destaca por su funcionalidad y ubicación estratégica. Situado en el barrio Villa Country, este inmueble de uso residencial, construido en 2015, ofrece un entorno ideal para quienes busca"
MERGED-9851-M5948902-193994857,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Paraiso, Barranquilla",Casa,1779370,520630,2300000,24211,Paraiso,Norte,Carrera 71  # 85 - 32 Apto 807 Conjunto Andalucía Gran Reserva,95.0,3,3,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos/9851-M5948902,6053303333,573176969321,FINANCAR S.A / Financar S.A. / INURBANAS S.A.S. / Inmobiliaria,Asesor Comercial,82,https://multimedia.metrocuadrado.com/9851-M5948902/9851-M5948902_40.jpg,True,"Casa Duplex en arriendo ubicada en la ciudad de Barranquilla sector Paraiso, con un área de 95 m²,  distribuidos en  3 habitaciones, 3 baños, más 1 baño auxiliar, sala comedor, cocina tipo americano, hall de alcobas, estudio, área de labores, deposito yo bodega, con buena distribución en sus áreas c"
MERGED-16553-M5957393-194052991,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Villa santos, Barranquilla",Apartamento,2300000,0,2300000,28750,Villa Santos,Noroccidente,"Calle 106 #49e-89, Riomar, Barranquilla, Atlántico, Colombia",80.0,2,2,1,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-1-garajes/16553-M5957393,3012924451,573012924451,Coninsa Inmobiliaria / INMOBILIARIA SOE BARRANQUILLA S.A.S / Inmobiliaria,BENJAMIN BARRIOS MUNIVE,44,https://multimedia.metrocuadrado.com/16553-M5957393/16553-M5957393_25.jpg,True,"CONINSA ARRIENDA – Apartamento en Villa Santos Hermoso apartamento de 80 metros ubicado en el exclusivo sector de Villa Santos, con una excelente distribución que incluye sala-comedor, cocina integral, zona de labores, 2 alcobas y 2 baños, ideal para quienes buscan comodidad, tranquilidad y una ubic"
FR-194026870,Finca Raiz,"Apartamento en Arriendo en Granadillo, Barranquilla",Apartamento,2300000,0,2300000,28750,Granadillo,Norte,CARRERA 44 84- 103,80.0,2,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-granadillo-barranquilla/194026870,32055,,Cherenek SAS,Cherenek SAS,17,https://cdn2.infocasas.com.uy/repo/img/6a690a4724311_infocdn__7e831f36-17e1-4d1c-b53c-807fafbf771d.jpeg,True,"Se arrienda apto nuevo para estrenar, ubicado en  barrio granadillo, segundo piso, edificio pequeño, solo 4 aptos, 80 mtrs, cuenta con 2 alcobas, 2 baños,cocina abierta  con su pantry, sala comedor,  area de labores y un parqueadero. El edificio es pequeño no tiene ascensor, no tiene zonas sociales,"
FR-193999873,Finca Raiz,"Apartamento en Arriendo en Ciudad jardin, Barranquilla",Apartamento,2300000,0,2300000,31944,Ciudad jardin,Norte,Ciudad jardín,72.0,2,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-jardin-barranquilla/193999873,37393,,Grupo Inmobiliario Hold House SAS,Grupo Inmobiliario Hold House SAS,9,https://cdn2.infocasas.com.uy/repo/img/6aaaeea55f9f8_infocdn__gr-arriendo-apto-en-ciudad-jardn-1784240453-3221-3382jpeg.jpeg,True,"Descubre este acogedor apartamento en arriendo en Ciudad Jardín, una de las zonas más tranquilas y estratégicas de la ciudad. Con 72 m², este inmueble ofrece una distribución funcional que incluye sala-comedor, balcón, cocina integral cerrada, 2 cómodas alcobas y 2 baños, ideales para disfrutar de m"
MQ-MC4531748,Metrocuadrado,"Apartamento en Arriendo, ALTOS DE RIOMAR   Noroccidente, Barranquilla",Apartamento,2300000,0,2300000,46000,Altos de Riomar,Noroccidente,"Altos de Riomar, Barranquilla",50.0,1,1,2,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-de-riomar-1-habitaciones-1-banos-2-garajes/MC4531748,3150004756,573150004756,Persona natural,Martha Martha,10,https://multimedia.metrocuadrado.com/MC4531748/MC4531748_1.jpg,True,"Apartamento de 50 m² en excelente ubicación sobre la Carrera 52, entre Buenavista y Viva, ideal para quienes buscan comodidad, buena ubicación y fácil acceso a servicios y zonas comerciales. Cuenta con una habitación, un baño, cocina equipada, zona de lavandería, sala y se entrega **amoblado o sin a"
MQ-2398-M5403820,Metrocuadrado,"Apartamento en Arriendo, Miramar, Barranquilla",Apartamento,2300000,0,2300000,48936,Miramar,Noroccidente,"Miramar, Barranquilla",47.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-miramar-2-habitaciones-2-banos-1-garajes/2398-M5403820,6052517194,573169571403,INURBANAS S.A.S.,Asesor Comercial,12,https://multimedia.metrocuadrado.com/2398-M5403820/2398-M5403820_45.jpg,True,"CÓDIGO INTERNO 25375 - CANON INCLUYE ADMINISTRACIÓN. APARTAMENTO AMOBLADO SE ENTREGA CON 2 AIRES ACONDICIONADOS, 1 TV, SOFÁ CAMA, 1 CAMA DOBLE, 1 CAMA SENCILLA CON CAMA AUXILIAR, BLACKOUTS, COCINA EQUIPADA, 1 LAVADORA Y NEVERA. CONSTA DE 2 ALCOBAS, 2 CLÓSETS, 2 BAÑOS, SALA COMEDOR, ESTUDIO, COCINA I"
MERGED-9851-M6595771-194289498,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo, Altos De Riomar, Barranquilla",Apartamento,1670912,689088,2360000,24330,Altos de Riomar,Noroccidente,"Riomar, Barranquilla, Atlántico, Colombia",97.0,3,3,2,6,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/9851-M6595771,6053303333,573176969321,FINANCAR S.A / INMOBILIARIA URBAFINCAS S.A.S / INURBANAS S.A.S.,Asesor Comercial,42,https://multimedia.metrocuadrado.com/9851-M6595771/9851-M6595771_117.jpg,True,? HERMOSO APARTAMENTO EN ARRIENDO – RIOMAR  ✨ Excelente oportunidad para vivir  en uno de los sectores más apetecidos del norte de Barranquilla.  ? Riomar – Estrato 5  El apartamento cuenta con:  ?️ 3 habitaciones ? 3 baños ? Amplia cocina ? Balcón ? Segundo piso ? Ascensor ? Excelente vista  ? Ubic
MQ-671-M6826030,Metrocuadrado,"Apartamento en Arriendo, El Tabor, Barranquilla",Apartamento,2000000,389745,2389745,53105,El Tabor,Noroccidente,"El Tabor, Barranquilla",45.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-tabor-1-habitaciones-1-banos-1-garajes/671-M6826030,3104736731,573160232662,Inmobiliaria,Agencia Arenas Arenas,12,https://multimedia.metrocuadrado.com/671-M6826030/671-M6826030_21.jpg,True,"Apartamento en Arriendo en la ciudad de Barranquilla ubicado en el barrio tabor, en un edificio con vigilancia privada las 24 Horas y zonas sociales de entretenimiento, el edificio cuenta con 13 pisos y el apartamento se encuentra en piso 10, con un área aproximada de 45 mt2 , distribuidos en 1 habi"
FR-193898191,Finca Raiz,"Apartamento en Arriendo en El porvenir, Barranquilla",Apartamento,2000000,398000,2398000,29975,El porvenir,Norte,Cra 45 # 80 - 199,80.0,2,2,1,4,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-porvenir-barranquilla/193898191,+5732,,Aliados Inmobiliarios S.A,Aliados Inmobiliarios S.A,19,https://cdn2.infocasas.com.uy/repo/img/6a37379856bc0_infocdn__6191-1-1781968121jpg.jpg,True,"Apartamento de 80 m² ubicado en el tradicional y residencial barrio El Porvenir, un sector reconocido por su tranquilidad, excelente conectividad y cercanía a restaurantes, supermercados, parques, centros comerciales y principales vías de la ciudad. El inmueble cuenta con una cómoda distribución que"
MERGED-18514-M5489159-193971953,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en La campiña, Barranquilla",Apartamento,2400000,0,2400000,28235,La Campiña,Noroccidente,Calle 88 #44 - 41 Ap 3B Edificio Park Avenue 88,85.0,2,2,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-la-campina-2-habitaciones-2-banos-1-garajes/18514-M5489159,3228207300,573228207300,INVERQIAM S.A.S / Inmobiliaria,CARMEN JULIA SEGEBRE  ELJADUE,48,https://multimedia.metrocuadrado.com/18514-M5489159/18514-M5489159_33.jpg,True,"Descubre un estilo de vida moderno en este excelente apartamento en arriendo, ubicado en el dinámico sector de La Campiña, en Barranquilla. Construido en mayo de 2013 y en buen estado, es ideal para quienes buscan comodidad. Con un área de 75,5 m², ofrece espacios amplios, iluminados y funcionales. "
MERGED-671-M6944915-194154777,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Paraiso, Barranquilla",Apartamento,1892000,508000,2400000,29630,Paraiso,Norte,"Paraiso, Barranquilla",81.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-2-habitaciones-2-banos-1-garajes/671-M6944915,3104736731,573160232662,Grupo Arenas / Inmobiliaria,Agencia Arenas Arenas,36,https://multimedia.metrocuadrado.com/671-M6944915/671-M6944915_41.jpg,True,"Apartamento en arriendo ubicado en la ciudad de Barranquilla sector Paraiso, en un edificio con vigilancia privada, zonas sociales de entretenimiento, piscina, salón social, parque infantil, el edificio cuenta con 16 pisos y el apartamento se encuentra ubicado en el  piso 3, con un área de 81 m²,  d"
MQ-9851-M6968456,Metrocuadrado,"Apartamento en Arriendo, PARAISO   Noroccidente, Barranquilla",Apartamento,2080000,320000,2400000,35294,Paraiso,Norte,"Paraiso, Barranquilla",68.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-paraiso-3-habitaciones-2-banos-1-garajes/9851-M6968456,6053303333,573176969321,FINANCAR S.A / Persona natural,Asesor Comercial,24,https://multimedia.metrocuadrado.com/9851-M6968456/9851-M6968456_33.jpg,True,"Descubra su próximo hogar con Financar Inmobiliaria. Le presentamos este acogedor apartamento que combina confort y ubicación estratégica, ideal para quienes buscan calidad de vida cerca del Malecón. Al ingresar, encontrará una amplia sala comedor que invita al descanso y la convivencia, junto a un "
FR-193664892,Finca Raiz,"Apartamento en Arriendo en Riomar, Barranquilla",Apartamento,2400000,0,2400000,38095,Riomar,Noroccidente,"Cra. 52 # 85-44, Riomar, Barranquilla, Atlántico, Colombia",63.0,2,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-riomar-barranquilla/193664892,+5730,,Punto Inmobiliario,Punto Inmobiliario,20,https://cdn2.infocasas.com.uy/repo/img/69e9360b9bd81_infocdn__jwyuedoqqay0z1cuxdplwtgyggb8pc0dur0d19onjpg.jpg,True,"Se arrienda cómodo y moderno apartamento ubicado en el exclusivo sector de Riomar, una de las zonas más valorizadas y tranquilas de Barranquilla. Cuenta con dos amplias alcobas, la principal con baño privado, y una segunda habitación ideal para familia, oficina o visitas. El inmueble dispone de una "
MQ-18260-M5418401,Metrocuadrado,"Apartamento en Arriendo, Villa Paraiso, Barranquilla",Apartamento,2200000,200000,2400000,53333,Villa Paraiso,Noroccidente,"Villa Paraiso, Barranquilla",45.0,1,1,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-limoncito-1-habitaciones-1-banos-1-garajes/18260-M5418401,3157227537,573157227537,Inmobiliaria,ELIAS MOISES SAIEH  PACHECO,6,https://multimedia.metrocuadrado.com/18260-M5418401/18260-M5418401_1.jpg,True,"Descubre este exclusivo apartaestudio amoblado ubicado en una de las zonas más privilegiadas de la ciudad. Con 1 habitación, 1 baño, cocina integral y 1 parqueadero, este inmueble de 45 metros cuadrados ofrece comodidad y elegancia en cada rincón. Su diseño moderno y acabados de alta calidad lo conv"
MQ-16295-M7085000,Metrocuadrado,"Apartamento en Arriendo, LOS ALPES, Barranquilla",Apartamento,2400000,10000,2410000,65135,Los Alpes,Noroccidente,"Los Alpes, Barranquilla",37.0,1,1,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-los-alpes-1-habitaciones-1-banos-1-garajes/16295-M7085000,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M7085000/16295-M7085000_4.jpg,True,"Apartamento Amoblado en Arriendo en Los Alpes. Cerca a supermercados, restaurantes, colegios, universidades, parques y rutas de transporte público. Cuenta con 1 habitación, 1 baño, Closet en alcoba, sala comedor, 1 balcón en alcoba principal, cocina integral abierta, tipo americano con estufa, campa"
MERGED-16553-M7051929-194252637,Metrocuadrado + Finca Raiz,"Apartamento en Arriendo en Villa country, Barranquilla",Apartamento,2420000,0,2420000,21043,Villa Country,Norte,"Villa Country, Barranquilla",115.0,2,3,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-country-2-habitaciones-3-banos-1-garajes/16553-M7051929,3012924451,573012924451,ASESORAR INMOBILIARIA DEL CARIBE S.A.S / Inmobiliaria,BENJAMIN BARRIOS MUNIVE,30,https://multimedia.metrocuadrado.com/16553-M7051929/16553-M7051929_1.jpg,True,"En el corazón de Barranquilla, en la prestigiosa zona norte del Centro Histórico, se encuentra un apartamento que representa una excelente opción para quienes buscan un espacio de vivienda cómodo y accesible. Construido en 2010, este inmueble de estrato 5 ofrece una distribución funcional que se ada"
MQ-23769-M7006894,Metrocuadrado,"Apartamento en Arriendo, Altos De Riomar, Barranquilla",Apartamento,2430000,0,2430000,25579,Altos de Riomar,Noroccidente,"Altos de Riomar, Barranquilla",95.0,2,2,2,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-altos-de-riomar-2-habitaciones-2-banos-1-garajes/23769-M7006894,3163344763,573163344763,INURBANAS S.A.S. / Inmobiliaria,GINA DEL SOCORRO BARRAZA SANJUAN,24,https://multimedia.metrocuadrado.com/23769-M7006894/23769-M7006894_36.jpg,True,"SE ARRIENDA APARTAMENTO AMOBLADO EN EL BARRIO ALTOS DE RIOMAR DE LA CIUDAD DE BARRANQUILLA  EL APARTAMENTO AMOBLADO COMO SE PUEDE APRECIAR EN LAS FOTOS  EL INMUEBLE TIENE UN ÁREA CONSTRUIDA DE 93 MTS2 ADEMÁS DE 29 MTS2 DE TERRAZA LA CUAL CUENTA CON BBQ, DUCHA, LAVAMANOS, HAMACA, COLUMPIO.    DE HABI"
MQ-16295-M5698612,Metrocuadrado,"Apartamento en Arriendo, LA CUMBRE, Barranquilla",Apartamento,2430000,0,2430000,40500,La Cumbre,Noroccidente,"La Cumbre, Barranquilla",60.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-el-tabor-1-habitaciones-1-banos-1-garajes/16295-M5698612,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M5698612/16295-M5698612_1.jpg,True,"Apartamento en arriendo en La Cumbre, ubicado en unidad cerrada cerca a centros comerciales, supermercados, restaurantes, parques, colegios, rutas de transporte público. Cuenta con 1 habitacion, 1 baño, sala comedor, pisos en porcelanato, estufa, campana y hornos empotrados, cocina integral con mesó"
MQ-23769-M7006578,Metrocuadrado,"Apartamento en Arriendo, Paraiso, Barranquilla",Apartamento,2200000,230000,2430000,45000,Paraiso,Noroccidente,"Paraiso, Barranquilla",54.0,2,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-batallon-infanteria-2-habitaciones-2-banos-1-garajes/23769-M7006578,3163344763,573163344763,Inmobiliaria,GINA DEL SOCORRO BARRAZA SANJUAN,12,https://multimedia.metrocuadrado.com/23769-M7006578/23769-M7006578_1.jpg,True,"SE ARRIENDA APARTAMENTO AMOBLADO  Área 54 MTS  2 Habitaciones  2 Baños  Sala  Comedor  Cocina  Este apartamento está amoblado y equipado, el edificio cuenta con piscina, gimnasio y salon comunal.  CODIGO PRESTIGIO 109-55"
MQ-9851-M7018380,Metrocuadrado,"Apartamento en Arriendo, Villa Carolina, Barranquilla",Apartamento,2100000,346702,2446702,35981,Villa Carolina,Norte,"Villa Carolina, Barranquilla",68.0,3,2,1,4,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/9851-M7018380,6053303333,573176969321,FINANCAR S.A,Asesor Comercial,12,https://multimedia.metrocuadrado.com/9851-M7018380/9851-M7018380_20.jpg,True,"Apartamento ubicado al norte de la ciudad de ambiente fresco luz natural durante el día. Cuenta cocina integral con mesón en granito pulido gabinetes superiores e inferiores, closet en habitaciones,  balcón panorámico, sala comedor, zona de labores, las divisiones de los baños son en vidrio templado"
FR-194186728,Finca Raiz,"Apartamento en Arriendo en Rio Alto, Barranquilla",Apartamento,2450000,0,2450000,31013,Rio Alto,Noroccidente,Calle 99 # 71 - 66 Conj Missoni T1 Apto 806,79.0,2,2,1,5,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-rio-alto-barranquilla/194186728,+5731,,CASARRIENDOS S.A.S.,CASARRIENDOS S.A.S.,28,https://cdn2.infocasas.com.uy/repo/img/6a9837f6f21d2_infocdn__gr-apartamento-en-arriendo-rio-al-1788024430-6968-1736jpeg.jpeg,True,"Apartamento en arriendo ubicado en Río alto (Missoni) proyecto aun en construcción. Ubicado en piso 8, cuenta con una excelente área de 78m2, esquinero, lado sombra , dos habitaciones, dos baños, espacio sala y comedor independiente.  El inmueble cuenta con 3 aires acondicionados inverter. Áreas soc"
MQ-16295-M6015724,Metrocuadrado,"Apartamento en Arriendo, ANDALUCIA, Barranquilla",Apartamento,2450000,0,2450000,64474,Andalucia,Noroccidente,"Andalucia, Barranquilla",38.0,1,1,1,5,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-barranquilla-andalucia-1-habitaciones-1-banos-1-garajes/16295-M6015724,3013963006,573013963006,Inmobiliaria,HECTOR ELIAS VILLADA IDARRAGA,12,https://multimedia.metrocuadrado.com/16295-M6015724/16295-M6015724_1.jpg,True,"Apartamento en arriendo en Andalucia, ubicado en unidad cerrada cerca a centros comerciales, parques, restaurante, droguerías, colegios, rutas de transporte públicos. Cuenta con 1 habitación, 2 baños, sala comedor, estar de tv, aire acondicionado,  pisos en porcelanato, cocina integral con mesón en "
